06,01,ALACHUA,0052,A.QUINN JONES/EXCEP.STUDENT CENTER,8,-1
06,01,ALACHUA,0112,ABRAHAM LINCOLN MIDDLE SCHOOL,225,62
06,01,ALACHUA,0121,HOWARD W. BISHOP MIDDLE SCHOOL,225,58
06,01,ALACHUA,0141,WESTWOOD MIDDLE SCHOOL,298,66
06,01,ALACHUA,0201,HAWTHORNE MIDDLE/HIGH SCHOOL,45,27
06,01,ALACHUA,0221,A. L. MEBANE MIDDLE SCHOOL,116,47
06,01,ALACHUA,0343,CHARACTER COUNTS CENTER,5,-1
06,01,ALACHUA,0412,HORIZON CENTER. ALTERNATIVE SCHOOL,5,-1
06,01,ALACHUA,0461,HIGH SPRINGS COMMUNITY SCHOOL,101,63
06,01,ALACHUA,0481,FORT CLARKE MIDDLE SCHOOL,268,67
06,01,ALACHUA,0502,KANAPAHA MIDDLE SCHOOL,285,67
06,01,ALACHUA,0591,OAK VIEW MIDDLE SCHOOL,201,67
06,01,ALACHUA,0953,CARING & SHARING LEARNING SCHOOL,9,-1
06,01,ALACHUA,0955,EINSTEIN MONTESSORI SCHOOL,21,10
06,01,ALACHUA,0961,MICANOPY MIDDLE SCHOOL INC.,19,58
06,01,ALACHUA,0971,HOGGETOWNE MIDDLE SCHOOL,35,29
06,01,ALACHUA,1010,ONE ROOM MIDDLE SCHOOL,10,80
06,01,ALACHUA,1011,ALACHUA LEARNING CENTER INC. MIDD,19,74
06,01,ALACHUA,7004,ALACHUA ESCHOOL (VIRTUAL FRANCHISE),-1,-1
06,02,BAKER,0032,BAKER COUNTY MIDDLE SCHOOL,366,57
06,03,BAY,0071,MERRITT BROWN MIDDLE SCHOOL,276,61
06,03,BAY,0141,EVERITT MIDDLE SCHOOL,257,47
06,03,BAY,0161,JINKS MIDDLE SCHOOL,207,50
06,03,BAY,0201,SURFSIDE MIDDLE SCHOOL,209,61
06,03,BAY,0331,MOWAT MIDDLE SCHOOL,327,69
06,03,BAY,0531,NEW HORIZONS LEARNING CENTER,7,-1
06,03,BAY,0541,DEANE BOZEMAN SCHOOL,110,53
06,03,BAY,0571,BREAKFAST POINT ACADEMY,164,79
06,03,BAY,0591,C C WASHINGTON ACADEMY,13,23
06,03,BAY,0711,BAY HAVEN CHARTER MIDDLE SCHOOL,168,83
06,03,BAY,0731,NORTH BAY HAVEN CHARTER ACADEMY MID,110,70
06,03,BAY,0791,NEWPOINT MIDDLE SCHOOL,55,64
06,03,BAY,7001,BAY VIRTUAL INSTRUCTION PROGRAM,2,-1
06,03,BAY,7004,BAY VIRTUAL FRANCHISE,2,-1
06,04,BRADFORD,0172,BRADFORD MIDDLE SCHOOL,228,44
06,04,BRADFORD,0201,BRADFORD INTERVENTION CENTER,2,-1
06,05,BREVARD,0051,OAK PARK ELEMENTARY SCHOOL,101,73
06,05,BREVARD,0061,APOLLO ELEMENTARY SCHOOL,110,68
06,05,BREVARD,0089,FIELDSTON PREPARATORY SCHOOL,4,-1
06,05,BREVARD,0091,COQUINA ELEMENTARY SCHOOL,69,54
06,05,BREVARD,0101,MIMS ELEMENTARY SCHOOL,70,54
06,05,BREVARD,0151,IMPERIAL ESTATES ELEMENTARY SCHOOL,85,79
